,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units
14707,5240837,CHEMBL1685335,CHEMBL1683563,CL,mL.min-1.g-1,=,38000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,N[C@H]1CN(c2cc(NC3CC3)ncn2)C[C@@H]1c1ccccc1,38.0,mL.min-1.kg-1
14714,5240919,CHEMBL1685368,CHEMBL1683575,CL,mL.min-1.g-1,=,15.5,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes assessed per mg of protein,A,Cc1c(C(=O)N=C(N)N)ncn1Cc1ccc(Cl)cc1,0.0155,mL.min-1.kg-1
14716,5240948,CHEMBL1685368,CHEMBL1683586,CL,mL.min-1.g-1,=,25.9,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes assessed per mg of protein,A,Cn1ccc(NC(=O)c2cnn(Cc3ccc(Cl)c(C(F)(F)F)c3)c2)n1,0.0259,mL.min-1.kg-1
14788,5248895,CHEMBL1685178,CHEMBL1682792,CL,mL.min-1.g-1,=,120.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,O=C1CCOc2nc(C#Cc3ccccc3)ccc21,0.12,mL.min-1.kg-1
14790,5248922,CHEMBL1685186,CHEMBL501724,CL,mL.min-1.kg-1,=,24.7,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1cc(-c2cc(-c3ccccc3)[nH]c(=O)n2)ccc1O,24.7,mL.min-1.kg-1
14791,5248924,CHEMBL1685186,CHEMBL1682838,CL,mL.min-1.kg-1,=,15.2,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CCN(CC)c1cc(-c2ccncn2)cc(=O)n1C,15.2,mL.min-1.kg-1
14792,5248925,CHEMBL1685186,CHEMBL1682839,CL,mL.min-1.kg-1,=,32.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cn1c(N2CCCCC2)cc(-c2ccncn2)cc1=O,32.0,mL.min-1.kg-1
14793,5248927,CHEMBL1685186,CHEMBL1682842,CL,mL.min-1.kg-1,=,119.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ccccc1CCNc1cc(-c2ccncn2)cc(=O)n1C,119.0,mL.min-1.kg-1
14794,5248928,CHEMBL1685186,CHEMBL1682844,CL,mL.min-1.kg-1,=,60.7,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ccc(CCNc2cc(-c3ccncn3)cc(=O)n2C)cc1,60.7,mL.min-1.kg-1
14795,5248929,CHEMBL1685186,CHEMBL1682846,CL,mL.min-1.kg-1,=,211.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ccccc1CCCNc1cc(-c2ccncn2)cc(=O)n1C,211.0,mL.min-1.kg-1
14796,5248931,CHEMBL1685186,CHEMBL1682848,CL,mL.min-1.kg-1,=,61.4,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ccccc1C1CCCN(c2cc(-c3ccncn3)cc(=O)n2C)C1,61.4,mL.min-1.kg-1
14797,5248932,CHEMBL1685186,CHEMBL1682849,CL,mL.min-1.kg-1,=,116.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ccccc1C1CCN(c2cc(-c3ccncn3)cc(=O)n2C)CC1,116.0,mL.min-1.kg-1
14798,5248934,CHEMBL1685186,CHEMBL1682851,CL,mL.min-1.kg-1,=,16.3,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ccccc1[C@H]1CN(c2cc(-c3ccncn3)cc(=O)n2C)CCO1,16.3,mL.min-1.kg-1
14799,5248935,CHEMBL1685186,CHEMBL1682852,CL,mL.min-1.kg-1,=,27.6,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1ccccc1[C@@H]1CN(c2cc(-c3ccncn3)cc(=O)n2C)CCO1,27.6,mL.min-1.kg-1
14800,5248967,CHEMBL1685186,CHEMBL1682853,CL,mL.min-1.kg-1,=,149.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cn1c(N2CCCC(c3ccccc3)C2)cc(-c2ccncn2)cc1=O,149.0,mL.min-1.kg-1
14828,5250461,CHEMBL1686907,CHEMBL1682275,CL,mL.min-1.g-1,=,16000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(NCCO)C1CCN(Cc2nc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)no2)CC1,16.0,mL.min-1.kg-1
14829,5250462,CHEMBL1686907,CHEMBL1682277,CL,mL.min-1.g-1,=,26000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CCNC(=O)NCc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)no1,26.0,mL.min-1.kg-1
14830,5250463,CHEMBL1686907,CHEMBL1682274,CL,mL.min-1.g-1,=,34000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)no1)[C@@H](CO)C(N)=O,34.0,mL.min-1.kg-1
14831,5250464,CHEMBL1686907,CHEMBL1682261,CL,mL.min-1.g-1,=,35000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Clc1cccc2c(-c3nsc(CN4CCCC4)n3)cn(CC3CCCCC3)c12,35.0,mL.min-1.kg-1
14832,5250465,CHEMBL1686907,CHEMBL1682267,CL,mL.min-1.g-1,=,35000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(CCO)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,35.0,mL.min-1.kg-1
14833,5250466,CHEMBL1686907,CHEMBL1682272,CL,mL.min-1.g-1,=,36000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(CC(N)=O)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)no1,36.0,mL.min-1.kg-1
14834,5250467,CHEMBL1686907,CHEMBL1682269,CL,mL.min-1.g-1,=,51000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CS(=O)(=O)N(CCO)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,51.0,mL.min-1.kg-1
14835,5250468,CHEMBL1686907,CHEMBL1682262,CL,mL.min-1.g-1,=,53000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Clc1cccc2c(-c3nsc(CN4CCCC4)n3)cn(CC3CCOCC3)c12,53.0,mL.min-1.kg-1
14836,5250469,CHEMBL1686907,CHEMBL1682278,CL,mL.min-1.g-1,=,65000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(C)S(=O)(=O)N(C)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)no1,65.0,mL.min-1.kg-1
14837,5250470,CHEMBL1686907,CHEMBL1682273,CL,mL.min-1.g-1,=,66000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(CC(=O)NCCO)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)no1,66.0,mL.min-1.kg-1
14838,5250471,CHEMBL1686907,CHEMBL1682266,CL,mL.min-1.g-1,=,72000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,NC(=O)CNC(=O)[C@@H]1CCCN1Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,72.0,mL.min-1.kg-1
14839,5250472,CHEMBL1686907,CHEMBL1681794,CL,mL.min-1.g-1,=,87000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COCCN(C)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,87.0,mL.min-1.kg-1
14840,5250473,CHEMBL1686907,CHEMBL1682270,CL,mL.min-1.g-1,=,123000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COCCN(C)Cc1nc(-c2cn(CC3CCS(=O)(=O)CC3)c3c(Cl)cccc23)ns1,123.0,mL.min-1.kg-1
14841,5250474,CHEMBL1686907,CHEMBL1682268,CL,mL.min-1.g-1,=,206000.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COCCN(Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1)S(C)(=O)=O,206.0,mL.min-1.kg-1
14937,5314818,CHEMBL1693033,CHEMBL1689109,CL,mL.min-1.g-1,=,4.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,0.004,mL.min-1.kg-1
14939,5314822,CHEMBL1693033,CHEMBL1689111,CL,mL.min-1.g-1,=,5.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,0.005,mL.min-1.kg-1
14940,5314823,CHEMBL1693033,CHEMBL1689112,CL,mL.min-1.g-1,=,5.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,0.005,mL.min-1.kg-1
14941,5314824,CHEMBL1693033,CHEMBL1689115,CL,mL.min-1.g-1,=,5.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,0.005,mL.min-1.kg-1
14942,5314825,CHEMBL1693033,CHEMBL1689119,CL,mL.min-1.g-1,=,5.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,0.005,mL.min-1.kg-1
14943,5314826,CHEMBL1693033,CHEMBL1689134,CL,mL.min-1.g-1,=,5.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,0.005,mL.min-1.kg-1
14944,5314829,CHEMBL1693033,CHEMBL1689110,CL,mL.min-1.g-1,=,6.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,0.006,mL.min-1.kg-1
14946,5314832,CHEMBL1693033,CHEMBL1689129,CL,mL.min-1.g-1,=,7.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,0.007,mL.min-1.kg-1
14948,5314834,CHEMBL1693033,CHEMBL1689120,CL,mL.min-1.g-1,=,8.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,0.008,mL.min-1.kg-1
14952,5314838,CHEMBL1693033,CHEMBL1689123,CL,mL.min-1.g-1,=,9.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,0.009,mL.min-1.kg-1
14953,5314839,CHEMBL1693033,CHEMBL1689138,CL,mL.min-1.g-1,=,9.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)NS(C)(=O)=O)CCN1S(=O)(=O)Cc1ccccc1,0.009,mL.min-1.kg-1
14955,5314844,CHEMBL1693033,CHEMBL1689117,CL,mL.min-1.g-1,=,11.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,0.011,mL.min-1.kg-1
14956,5314845,CHEMBL1693033,CHEMBL1689124,CL,mL.min-1.g-1,=,11.0,CHEMBL613373,Homo sapiens,Metabolic stability in human liver microsomes assessed as intrinsic clearance per mg of protein,A,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,0.011,mL.min-1.kg-1
14995,6157287,CHEMBL1762954,CHEMBL1762804,CL,mL.min-1.g-1,=,36.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COCCN(C)Cc1csc(-c2cn(CC3CCCCC3)c3c(Cl)cccc23)n1.Cl,0.036,mL.min-1.kg-1
14996,6157288,CHEMBL1762954,CHEMBL1762805,CL,mL.min-1.g-1,=,95.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COCCN(C)Cc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1.Cl,0.095,mL.min-1.kg-1
14997,6157291,CHEMBL1762954,CHEMBL1762808,CL,mL.min-1.g-1,=,161.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CC(C)N(CCO)Cc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1,0.161,mL.min-1.kg-1
14998,6157292,CHEMBL1762954,CHEMBL1762809,CL,mL.min-1.g-1,=,12.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,OC1CCN(Cc2csc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)n2)CC1,0.012,mL.min-1.kg-1
14999,6157293,CHEMBL1762954,CHEMBL1762810,CL,mL.min-1.g-1,=,80.4,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COC1CCN(Cc2csc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)n2)CC1,0.0804,mL.min-1.kg-1
15000,6157294,CHEMBL1762954,CHEMBL1762811,CL,mL.min-1.g-1,=,97.9,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Clc1cccc2c(-c3nc(CN4CCOCC4)cs3)cn(CC3CCOCC3)c12,0.0979,mL.min-1.kg-1
15001,6157295,CHEMBL1762954,CHEMBL1762812,CL,mL.min-1.g-1,=,111.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cl.OCCN(CCO)Cc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1,0.111,mL.min-1.kg-1
15002,6157296,CHEMBL1762954,CHEMBL1762813,CL,mL.min-1.g-1,=,79.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CCc1sc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)nc1CN(C)CCO.Cl,0.079,mL.min-1.kg-1
15003,6157297,CHEMBL1762954,CHEMBL1762814,CL,mL.min-1.g-1,=,114.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CCc1sc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)nc1CN(CC)CCO.Cl,0.114,mL.min-1.kg-1
15016,6158070,CHEMBL1763584,CHEMBL1615183,CL,mL.min-1.g-1,=,79.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1nc(N)nc(-n2c(Nc3cc[nH]n3)nc3ccccc32)n1,0.079,mL.min-1.kg-1
15024,6158144,CHEMBL1763584,CHEMBL1760161,CL,mL.min-1.g-1,=,39.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,Cc1nc(N)nc(-n2c(Nc3ccon3)nc3ccccc32)n1,0.039,mL.min-1.kg-1
15026,6158554,CHEMBL1764912,CHEMBL1760005,CL,mL.min-1.g-1,=,28.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CCCCN(c1cccc(-c2ccc(OC(F)(F)F)cc2)c1Cl)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,0.028,mL.min-1.kg-1
15027,6158557,CHEMBL1764912,CHEMBL1760428,CL,mL.min-1.g-1,=,18.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CCCCN(c1cccc(-c2ccc(C(F)(F)F)cc2)c1Cl)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,0.018,mL.min-1.kg-1
15045,6161300,CHEMBL1764537,CHEMBL81,CL,mL.min-1.g-1,=,21.0,CHEMBL372,Homo sapiens,Clearance in human,A,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.021,mL.min-1.kg-1
15055,6161310,CHEMBL1764533,CHEMBL81,CL,mL.min-1.g-1,=,24.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.024,mL.min-1.kg-1
15056,6161312,CHEMBL1764533,CHEMBL1760644,CL,mL.min-1.g-1,=,9.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,CC(O)C1(CNC(=O)c2cc3cc(C#N)ccc3n2Cc2cccc(OC(F)(F)F)c2)CCCC1,0.009,mL.min-1.kg-1
15057,6161316,CHEMBL1764533,CHEMBL1760667,CL,mL.min-1.g-1,=,24.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,N#Cc1ccc2c(c1)cc(C(=O)NCCC(O)(C(F)(F)F)C(F)(F)F)n2Cc1cccc(OC(F)(F)F)c1,0.024,mL.min-1.kg-1
15058,6161317,CHEMBL1764533,CHEMBL1760666,CL,mL.min-1.g-1,=,31.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,N#Cc1ccc2c(c1)cc(C(=O)NCCC(O)C(F)(F)F)n2Cc1cccc(OC(F)(F)F)c1,0.031,mL.min-1.kg-1
15059,6161323,CHEMBL1764533,CHEMBL1760660,CL,mL.min-1.g-1,=,49.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,Cc1ccc(F)cc1Cn1c(C(=O)NCC2(CO)CCC2)cc2cc(C#N)ccc21,0.049,mL.min-1.kg-1
15060,6161324,CHEMBL1764533,CHEMBL1760659,CL,mL.min-1.g-1,=,34.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,COc1ccc(Cl)cc1Cn1c(C(=O)NCC2(CO)CCC2)cc2cc(C#N)ccc21,0.034,mL.min-1.kg-1
15061,6161326,CHEMBL1764533,CHEMBL1760657,CL,mL.min-1.g-1,=,7.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,COc1ccc(C(F)(F)F)cc1Cn1c(C(=O)NCC2(CO)CC2)cc2cc(C#N)ccc21,0.007,mL.min-1.kg-1
15062,6161327,CHEMBL1764533,CHEMBL1760656,CL,mL.min-1.g-1,=,18.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,COc1ccc(OC(F)(F)F)cc1Cn1c(C(=O)NCC2(CO)CC2)cc2cc(C#N)ccc21,0.018,mL.min-1.kg-1
15063,6161328,CHEMBL1764533,CHEMBL1760655,CL,mL.min-1.g-1,=,10.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,CCCOc1cccc(Cn2c(C(=O)NCC(C)(C)CO)cc3cc(C#N)ccc32)c1,0.01,mL.min-1.kg-1
15064,6161329,CHEMBL1764533,CHEMBL1760654,CL,mL.min-1.g-1,=,29.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,Cc1ccc(C)c(Cn2c(C(=O)NCC(C)(C)CO)cc3cc(C#N)ccc32)c1,0.029,mL.min-1.kg-1
15065,6161330,CHEMBL1764533,CHEMBL1760652,CL,mL.min-1.g-1,=,16.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,Cc1ccc(C(F)(F)F)cc1Cn1c(C(=O)NCC(C)(C)CO)cc2cc(C#N)ccc21,0.016,mL.min-1.kg-1
15066,6161331,CHEMBL1764533,CHEMBL1760653,CL,mL.min-1.g-1,=,23.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,Cc1ccc(Cl)cc1Cn1c(C(=O)NCC(C)(C)CO)cc2cc(C#N)ccc21,0.023,mL.min-1.kg-1
15067,6161332,CHEMBL1764533,CHEMBL1760651,CL,mL.min-1.g-1,=,23.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,COc1ccc(C)cc1Cn1c(C(=O)NCC(C)(C)CO)cc2cc(C#N)ccc21,0.023,mL.min-1.kg-1
15068,6161333,CHEMBL1764533,CHEMBL1760650,CL,mL.min-1.g-1,=,23.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes in presence of UGT,A,COc1ccc(Br)cc1Cn1c(C(=O)NCC(C)(C)CO)cc2cc(C#N)ccc21,0.023,mL.min-1.kg-1
