,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,assay_description,assay_type,smiles
6022,3377421,CHEMBL1212340,CHEMBL1210029,LogD,,=,2.24,CHEMBL2362975,"Octanol-TAPSO distribution coefficient, log D of the compound at pH 7.4 by spectrophotometric analysis",P,CCOc1cc(CN2CCC(NC(=O)c3ccc(N)nc3)CC2)ccc1C
6023,3377422,CHEMBL1212340,CHEMBL1210028,LogD,,=,3.03,CHEMBL2362975,"Octanol-TAPSO distribution coefficient, log D of the compound at pH 7.4 by spectrophotometric analysis",P,CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)ccc1C
6053,3400768,CHEMBL1219397,CHEMBL1172368,LogD,,=,3.2,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,CCCCc1c(C)c(C#N)c2nc3ccccc3n2c1N1CC[C@H](N(C)C)C1
6054,3400769,CHEMBL1219397,CHEMBL1171747,LogD,,=,3.1,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2c(nc3ccccc32)c1C#N
6055,3400770,CHEMBL1219397,CHEMBL1215256,LogD,,=,3.3,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,CCN(CC)CCNc1c(-c2ccccc2)c(C)c(C#N)c2nc(C(C)(C)C)nn12
6056,3400772,CHEMBL1219397,CHEMBL1215254,LogD,,=,3.2,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,CCCCc1nc2c(C#N)c(C)c(-c3ccccc3)c(N3CC[C@H](N(C)C)C3)n2n1
6057,3400773,CHEMBL1219397,CHEMBL1215190,LogD,,=,1.7,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1nc2c(C#N)c(C)c(-c3ccccc3)c(N3CC[C@H](N(C)C)C3)n2n1
6058,3400774,CHEMBL1219397,CHEMBL1215189,LogD,,=,3.1,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2nc(C(C)(C)C)nc2c1C#N
6059,3400775,CHEMBL1219397,CHEMBL1215188,LogD,,=,3.2,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1c(C(C)(C)C)c(N2CC[C@H](N(C)C)C2)n2nc(C(C)(C)C)nc2c1C#N
6060,3400829,CHEMBL1219397,CHEMBL1215322,LogD,,=,2.4,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2nc(C3CC3)nc2c1C#N
6061,3400830,CHEMBL1219397,CHEMBL1215323,LogD,,=,2.1,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,CCc1nc2c(C#N)c(C)c(-c3ccccc3)c(N3CC[C@H](N(C)C)C3)n2n1
6062,3400831,CHEMBL1219397,CHEMBL1215324,LogD,,=,3.8,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2nc(C(C)(C)COCc3ccccc3)nc2c1C#N
6063,3400832,CHEMBL1219397,CHEMBL1215397,LogD,,=,1.8,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2nc(C(C)(C)CO)nc2c1C#N
6064,3400833,CHEMBL1219397,CHEMBL1215398,LogD,,=,3.0,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2cc(C(C)(C)C)nc2c1C#N
6065,3400834,CHEMBL1219397,CHEMBL1215399,LogD,,=,1.9,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1cn2c(N3CC[C@H](N(C)C)C3)c(-c3ccccc3)c(C)c(C#N)c2n1
6066,3400835,CHEMBL1219397,CHEMBL1215400,LogD,,=,4.8,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2nc(C(C)(C)C)cc2c1C#N
6067,3400850,CHEMBL1219395,CHEMBL106,LogD,,=,0.4,CHEMBL2362975,"Octanol-phosphate buffered saline partition coefficient, log D of the compound at pH 7.4",P,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
6298,3529160,CHEMBL1274599,CHEMBL1270333,LogD,,=,3.74,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound at pH 7.4",P,Oc1ccc2nc(CN3CCC(Oc4ccc(I)cc4)CC3)[nH]c2c1
6299,3529162,CHEMBL1274599,CHEMBL1270235,LogD,,=,3.95,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound at pH 7.4",P,Oc1ccc2nc(CN3CCC(Cc4ccc(I)cc4)CC3)[nH]c2c1
6300,3529163,CHEMBL1274599,CHEMBL1270332,LogD,,=,3.54,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound at pH 7.4",P,CS(=O)(=O)Nc1ccc2nc(CN3CCC(Cc4ccc(I)cc4)CC3)[nH]c2c1
6303,3529190,CHEMBL1273952,CHEMBL106,LogD,,=,0.4,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
6304,3529197,CHEMBL1273952,CHEMBL1270627,LogD,,=,3.4,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,CN[C@H]1CCN(c2c(-c3ccccc3)c(C)c(C#N)c3nc(C(C)(C)C)oc23)C1.Cl
6305,3529198,CHEMBL1273952,CHEMBL1270524,LogD,,=,3.8,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,CN(C)[C@H]1CCN(c2c(-c3ccccc3)cc(C#N)c3nc(C(C)(C)C)oc23)C1
6306,3529205,CHEMBL1273952,CHEMBL1270725,LogD,,=,4.4,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(C#N)c2c(c(N3CC[C@H](N(C)C)C3)c1-c1ccccc1)OCC(C(C)(C)C)=N2
6307,3529206,CHEMBL1273952,CHEMBL1270626,LogD,,=,4.6,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)c2oc(C(C)(C)C)nc2c1C#N.Cl
6308,3529207,CHEMBL1273952,CHEMBL1270726,LogD,,=,4.7,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)c2[nH]c(C(C)(C)C)nc2c1C#N
6309,3529210,CHEMBL1273952,CHEMBL1270525,LogD,,=,5.4,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,CN(C)[C@H]1CCN(c2c(-c3ccccc3)cc(C#N)c3oc(C(C)(C)C)cc23)C1
6310,3529253,CHEMBL1273953,CHEMBL1171747,LogD,,=,3.1,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2c(nc3ccccc32)c1C#N
6311,3529254,CHEMBL1273953,CHEMBL1215189,LogD,,=,3.1,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 6.8",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)n2nc(C(C)(C)C)nc2c1C#N
6312,3529620,CHEMBL1273952,CHEMBL1270932,LogD,,=,3.3,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1nc2c(C#N)c(C)c(-c3ccccc3)c(N3CC[C@H](N(C)C)C3)c2o1
6313,3529627,CHEMBL1273952,CHEMBL1271032,LogD,,=,3.9,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)c2oc(C3CC3)nc2c1C#N
6314,3529634,CHEMBL1273952,CHEMBL1271033,LogD,,=,4.5,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)c2oc(C3CCC3)nc2c1C#N
6315,3529641,CHEMBL1273952,CHEMBL1271137,LogD,,=,4.9,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)c2oc(C3CCCC3)nc2c1C#N
6316,3529648,CHEMBL1273952,CHEMBL1271138,LogD,,=,5.2,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)c2oc(C3=CCCC3)nc2c1C#N
6317,3529655,CHEMBL1273952,CHEMBL1271241,LogD,,=,3.3,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(-c2ccccc2)c(N2CC[C@H](N(C)C)C2)c2oc(N)nc2c1C#N
6318,3529662,CHEMBL1273952,CHEMBL1271242,LogD,,=,2.6,CHEMBL2362975,"Octanol-phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,CN(C)[C@H]1CCN(c2c(-c3ccccc3)c3c(c4nc(C5CC5)oc24)C(=O)OC3)C1
6323,3590122,CHEMBL1291978,CHEMBL1290623,LogD,,=,2.07,CHEMBL2362975,"Lipophilicity, log D of the compound in n-octanol-phosphate buffered saline at pH 7.4",P,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc([18F])cc2)CC1
6329,5107618,CHEMBL1640598,CHEMBL1632171,LogD,,=,-1.3,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,O=C(O)CCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
6330,5107619,CHEMBL1640598,CHEMBL1632173,LogD,,=,-1.3,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,O=C(O)CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
6331,5107620,CHEMBL1640598,CHEMBL1632174,LogD,,=,-1.3,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,O=C(O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
6332,5107621,CHEMBL1640598,CHEMBL1632172,LogD,,=,-1.2,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,O=C(O)CCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
6333,5107622,CHEMBL1640598,CHEMBL1632170,LogD,,=,-1.1,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,O=C(O)CN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
6334,5107623,CHEMBL1640598,CHEMBL356359,LogD,,=,2.2,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
6335,5107624,CHEMBL1640598,CHEMBL1632158,LogD,,=,2.2,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,COC(=O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
6336,5107625,CHEMBL1640598,CHEMBL1632168,LogD,,=,2.3,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,CC(C)(C)C(=O)OCOC(=O)c1ccc(CN2CCC(CNC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1
6351,5135598,CHEMBL1647367,CHEMBL1645353,LogD,,=,2.53,CHEMBL2362975,"Octanol-sodium phosphate buffer partition coefficient, log D of the compound at pH 7.4",P,Cc1c(-c2ccc3ncccc3c2)nnn1-c1cccnc1[18F]
6352,5141111,CHEMBL1655389,CHEMBL1650462,LogD,,=,2.43,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2cccc(NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)c2)s1
6353,5141112,CHEMBL1655389,CHEMBL1650461,LogD,,=,2.36,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2cccc(NS(=O)(=O)c3cccc([N+](=O)[O-])c3)c2)s1
6354,5141113,CHEMBL1655389,CHEMBL1650289,LogD,,=,1.76,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(CCCC(=O)c2ccccc2)s1
6355,5141114,CHEMBL1655389,CHEMBL1650288,LogD,,=,2.2,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(CCC(=O)c2ccc(Cl)cc2)s1
6356,5141115,CHEMBL1655389,CHEMBL1650287,LogD,,=,1.11,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(CCC(=O)c2cccs2)s1
6357,5141116,CHEMBL1655389,CHEMBL1431583,LogD,,=,2.44,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(CCOc2ccc(Cl)cc2)s1
6358,5141117,CHEMBL1655389,CHEMBL1410825,LogD,,=,2.03,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(CCc2ccccc2)s1
6359,5141118,CHEMBL1655389,CHEMBL1650286,LogD,,=,1.0,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc([C@@H](O)c2ccccc2)s1
6360,5141119,CHEMBL1655389,CHEMBL1650285,LogD,,=,0.22,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(CN2C(=O)c3ccccc3C2=O)s1
6361,5141120,CHEMBL1655389,CHEMBL1650283,LogD,,=,1.4,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2cc(=O)c3ccccc3o2)s1
6362,5141121,CHEMBL1655389,CHEMBL1650284,LogD,,=,-1.74,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(CC2NC(=O)NC2=O)s1
6363,5141122,CHEMBL1655389,CHEMBL1650281,LogD,,=,2.95,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Cc1cc(C)cc(-c2nnc(N)s2)c1
6364,5141123,CHEMBL1655389,CHEMBL1650282,LogD,,=,0.38,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2ccc3[nH]nnc3c2)s1
6365,5141124,CHEMBL1655389,CHEMBL1650279,LogD,,=,-0.69,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,NCCc1ccc(-c2nnc(N)s2)cc1
6366,5141125,CHEMBL1655389,CHEMBL1650280,LogD,,=,2.95,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Cc1ccc(-c2nnc(N)s2)cc1C
6367,5141126,CHEMBL1655389,CHEMBL1333430,LogD,,=,2.73,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,CCOc1ccc(-c2nnc(N)s2)cc1
6368,5141127,CHEMBL1655389,CHEMBL1299882,LogD,,=,1.94,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1
6369,5141128,CHEMBL1655389,CHEMBL1650278,LogD,,=,1.68,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,N#Cc1ccc(-c2nnc(N)s2)cc1
6370,5141129,CHEMBL1655389,CHEMBL1650277,LogD,,=,1.44,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2cnccc2N)s1
6371,5141130,CHEMBL1655389,CHEMBL1587819,LogD,,=,0.77,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2ccncc2)s1
6372,5141131,CHEMBL1655389,CHEMBL1376129,LogD,,=,0.82,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2ccco2)s1
6373,5141132,CHEMBL1655389,CHEMBL1529362,LogD,,=,2.03,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(-c2ccccc2)s1
6374,5141133,CHEMBL1655389,CHEMBL1650276,LogD,,=,1.25,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,CCC(C)c1nnc(N)s1
6375,5141134,CHEMBL1655389,CHEMBL1650275,LogD,,=,0.44,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Nc1nnc(CCCl)s1
6376,5141135,CHEMBL1655389,CHEMBL1288960,LogD,,=,-0.16,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol buffer at pH 7.4",P,Cc1nnc(N)s1
6412,5160509,CHEMBL1657602,CHEMBL1649933,LogD,,=,2.8,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(C(=O)C(C)(C)C)C3)C2)c1cccc(F)c1
6413,5160510,CHEMBL1657602,CHEMBL1649932,LogD,,=,2.2,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CCCC(=O)N1CCc2c(nc(C)n2[C@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1
6414,5160511,CHEMBL1657602,CHEMBL1649931,LogD,,=,2.0,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cccc(F)c1
6415,5160512,CHEMBL1657602,CHEMBL1649930,LogD,,=,1.7,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CCC(=O)N1CCc2c(nc(C)n2[C@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1
6416,5160513,CHEMBL1657602,CHEMBL1649911,LogD,,=,1.4,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(C(C)=O)C3)C2)c1cccc(F)c1
6417,5160514,CHEMBL1657602,CHEMBL1649910,LogD,,=,1.9,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,COC(=O)N1CCc2c(nc(C)n2[C@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1
6418,5160515,CHEMBL1657602,CHEMBL1649929,LogD,,=,3.0,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(c1cnccn1)C3)C2)c1cccc(F)c1
6419,5160516,CHEMBL1657602,CHEMBL1649928,LogD,,=,2.6,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(c1ccncn1)C3)C2)c1cccc(F)c1
6420,5160517,CHEMBL1657602,CHEMBL1649927,LogD,,=,2.6,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,COC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(=O)OC)CC3)C2)c1cccc(F)c1
6421,5160518,CHEMBL1657602,CHEMBL1649926,LogD,,=,1.7,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,COC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(C)=O)CC3)C2)c1cccc(F)c1
6422,5160519,CHEMBL1657602,CHEMBL1649925,LogD,,=,1.4,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,COC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(C)=O)CC3)C2)c1ccccc1
6423,5160520,CHEMBL1657602,CHEMBL1649924,LogD,,=,1.9,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,COC(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(C)=O)c3cccc(F)c3)c2C1
6424,5160521,CHEMBL1657602,CHEMBL1649923,LogD,,=,2.7,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(=O)OC(C)C)CC3)C2)c1ccccc1
6425,5160522,CHEMBL1657602,CHEMBL1649922,LogD,,=,1.5,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,COC(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(C)=O)c3ccccc3)c2C1
6426,5160523,CHEMBL1657602,CHEMBL1649921,LogD,,=,1.6,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(=O)C(C)C)CC3)C2)c1ccccc1
6427,5160524,CHEMBL1657602,CHEMBL1649920,LogD,,=,1.2,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CCC(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(C)=O)c3ccccc3)c2C1
6428,5160525,CHEMBL1657602,CHEMBL1649919,LogD,,=,0.6,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(C)=O)CC3)C2)c1ccccc1
6429,5160526,CHEMBL1657602,CHEMBL1649918,LogD,,=,0.9,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(S(C)(=O)=O)CC3)C2)c1ccccc1
6430,5160527,CHEMBL1657602,CHEMBL1649917,LogD,,=,0.8,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(C)C)CC3)C2)c1ccccc1
6431,5160528,CHEMBL1657602,CHEMBL1649916,LogD,,=,0.4,CHEMBL2362975,"Octanol-buffer partition coefficient, log D of the compound",P,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C)CC3)C2)c1ccccc1
6460,5232335,CHEMBL1676921,CHEMBL1672033,LogD,,=,0.89,CHEMBL2362975,"Octanol-aqueous phases partition coefficient, log D of the compound at pH 7.4",P,COc1cccc2c1CCCC2NCCN1CCN(C2CCCCC2)CC1
6461,5232336,CHEMBL1676921,CHEMBL1672036,LogD,,=,1.83,CHEMBL2362975,"Octanol-aqueous phases partition coefficient, log D of the compound at pH 7.4",P,COc1cccc2c1CCCC2N(C)CCN1CCN(C2CCCCC2)CC1
6462,5232337,CHEMBL1676921,CHEMBL1672041,LogD,,=,2.18,CHEMBL2362975,"Octanol-aqueous phases partition coefficient, log D of the compound at pH 7.4",P,COc1cccc2c(NC(=O)CN3CCN(C4CCCCC4)CC3)cccc12
6463,5232338,CHEMBL1676921,CHEMBL1672030,LogD,,=,2.38,CHEMBL2362975,"Octanol-aqueous phases partition coefficient, log D of the compound at pH 7.4",P,COc1cccc2c1CCCC2NC(=O)CN1CCN(C2CCCCC2)CC1
6464,5232339,CHEMBL1676921,CHEMBL1672042,LogD,,=,2.88,CHEMBL2362975,"Octanol-aqueous phases partition coefficient, log D of the compound at pH 7.4",P,COc1cccc2c(NCCN3CCN(C4CCCCC4)CC3)cccc12
6465,5232340,CHEMBL1676921,CHEMBL1672043,LogD,,=,2.88,CHEMBL2362975,"Octanol-aqueous phases partition coefficient, log D of the compound at pH 7.4",P,COc1cccc2c(OCCN3CCN(C4CCCCC4)CC3)cccc12
6466,5232346,CHEMBL1676921,CHEMBL53325,LogD,,=,3.99,CHEMBL2362975,"Octanol-aqueous phases partition coefficient, log D of the compound at pH 7.4",P,COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1
6578,6157355,CHEMBL1764386,CHEMBL1762818,LogD,,=,4.5,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol-phosphate buffer at pH 7.4 by Shake flask method",P,CCN(CCF)c1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12
6579,6157356,CHEMBL1764386,CHEMBL1762819,LogD,,=,4.6,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol-phosphate buffer at pH 7.4 by Shake flask method",P,COCCN(CCF)c1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12
6580,6157357,CHEMBL1764386,CHEMBL1762820,LogD,,=,4.8,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol-phosphate buffer at pH 7.4 by Shake flask method",P,CCN(CCCF)c1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12
6581,6157358,CHEMBL1764386,CHEMBL1762821,LogD,,=,4.1,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol-phosphate buffer at pH 7.4 by Shake flask method",P,COCCN(CCCF)c1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12
6582,6157359,CHEMBL1764386,CHEMBL1762822,LogD,,=,3.5,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol-phosphate buffer at pH 7.4 by Shake flask method",P,COc1ccc(-c2c(C)nn3c(N(CCC#N)CCCF)nc(C)nc23)c(C)n1
6583,6157360,CHEMBL1764386,CHEMBL1762823,LogD,,=,3.4,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol-phosphate buffer at pH 7.4 by Shake flask method",P,COCCN(CCCF)c1nc(C)nc2c(-c3ccc(OC)nc3)c(C)nn12
6584,6157361,CHEMBL1764386,CHEMBL1762824,LogD,,=,3.2,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol-phosphate buffer at pH 7.4 by Shake flask method",P,COCCN(CCCF)c1nc(C)nc2c(-c3cnc(OC)nc3)c(C)nn12
6585,6157362,CHEMBL1764386,CHEMBL1762825,LogD,,=,1.8,CHEMBL2362975,"Lipophilicity, log D of the compound in octanol-phosphate buffer at pH 7.4 by Shake flask method",P,COCCN(CCCF)c1nc(C)nc2c(-c3cnc(OC)nc3OC)c(C)nn12
